Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating,Avg_Sales_per_Outlet,Years_Since_Establishment,Visibility_per_Weight,Sales_per_Outlet_Type,Visibility_x_ItemType,Weight_x_ItemType,Rating_x_Visibility
Regular,FDC08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10361083,19.0,228.372,4.0,140.29769870967743,13,0.005453201578947369,141.21389506903353,0.014976949731315265,2.746450780241699,0.41444332
Regular,FDX07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022954444,19.2,184.495,4.0,140.29769870967743,13,0.0011955439583333333,141.21389506903353,0.003318065822832336,2.7753607884547695,0.091817776
Regular,FDP08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.112584813,20.5,192.0478,4.0,140.29769870967743,13,0.005491942097560976,141.21389506903353,0.01627413934248504,2.9632758418397276,0.450339252
Regular,FDY39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04710181,5.305,181.8608,4.0,140.29769870967743,13,0.008878757775683319,141.21389506903353,0.002348735099143494,0.26453420157221635,0.18840724
Regular,FDO39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137580452,6.985,182.8608,4.0,140.29769870967743,13,0.019696557193987115,141.21389506903353,0.006860459005045172,0.34830752082600025,0.550321808
Regular,FDM51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025966531,11.8,102.2674,4.0,140.29769870967743,13,0.002200553474576271,141.21389506903353,0.0012948229115334977,0.588407837615863,0.103866124
Regular,FDH31,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020442889,12.0,98.0042,4.0,140.29769870967743,13,0.0017035740833333333,141.21389506903353,0.0010193861111111111,0.598380851812742,0.081771556
Regular,FDI07,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033813351,12.35,198.1426,4.0,140.29769870967743,13,0.002737923157894737,141.21389506903353,0.0016861051478352692,0.6158336266572803,0.135253404
Regular,FDX03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061190964,15.85,47.1744,4.0,140.29769870967743,13,0.003860628643533123,141.21389506903353,0.003051291763463569,0.7903613751026634,0.244763856
Regular,FDJ27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122065518,17.7,103.3674,4.0,140.29769870967743,13,0.006896356949152542,141.21389506903353,0.006086805719816966,0.8826117564237944,0.488262072
Regular,FDU27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.17174348,18.6,48.8376,4.0,140.29769870967743,13,0.009233520430107526,141.21389506903353,0.008564000821307052,0.9274903203097502,0.68697392
Regular,FDN33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.123307177,6.305,93.5436,4.0,140.29769870967743,13,0.01955704631245044,141.21389506903353,0.01736109496656107,0.8877155931010208,0.493228708
Regular,FDH46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041346469,6.935,103.1332,4.0,140.29769870967743,13,0.005961999855803893,141.21389506903353,0.005821396550510383,0.9764167546638507,0.165385876
Regular,FDG46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032960823,8.63,115.0518,4.0,140.29769870967743,13,0.003819330590961761,141.21389506903353,0.004640735374868005,1.2150651179162268,0.131843292
Regular,FDX33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.117667492,9.195,159.5578,4.0,140.29769870967743,13,0.012796899619358346,141.21389506903353,0.016567052727912708,1.2946145723336853,0.470669968
Regular,FDS58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021039273,9.285,160.0578,4.0,140.29769870967743,13,0.0022659421647819064,141.21389506903353,0.0029622348468848997,1.307286166842661,0.084157092
Regular,FDU10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045763062,10.1,38.4848,4.0,140.29769870967743,13,0.0045309962376237625,141.21389506903353,0.0064432329461457235,1.4220344948961632,0.183052248
Regular,FDB46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093909644,10.5,213.7244,4.0,140.29769870967743,13,0.00894377561904762,141.21389506903353,0.013222054769447378,1.478352692713833,0.375638576
Regular,FDU21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076839735,11.8,34.9558,4.0,140.29769870967743,13,0.006511841949152542,141.21389506903353,0.010818688489968323,1.6613868356212602,0.30735894
Regular,FDO09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.125469442,13.5,264.491,4.0,140.29769870967743,13,0.00929403274074074,141.21389506903353,0.017665532136571627,1.900739176346357,0.501877768
Regular,FDW09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025961116,13.65,80.4302,4.0,140.29769870967743,13,0.0019019132600732599,141.21389506903353,0.0036552081661386836,1.9218585005279831,0.103844464
Regular,FDP22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.099286298,14.65,49.8666,4.0,140.29769870967743,13,0.0067772217064846416,141.21389506903353,0.013979063428370292,2.0626539950721576,0.397145192
Regular,FDL57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.067181098,15.1,258.8304,4.0,140.29769870967743,13,0.004449079337748344,141.21389506903353,0.009458795916930657,2.1260119676170364,0.268724392
Regular,FDL09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128235131,19.6,169.2816,4.0,140.29769870967743,13,0.0065426087244897955,141.21389506903353,0.018054928687082014,2.759591693065822,0.512940524
Regular,DRD01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061270647,12.1,53.2614,4.0,140.29769870967743,13,0.005063689834710744,141.21389506903353,0.003199042346004928,0.6317611169775901,0.245082588
Regular,DRB48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024892129,16.75,37.8822,4.0,140.29769870967743,13,0.0014860972537313433,141.21389506903353,0.0012996594397512613,0.8745453478822012,0.099568516
Regular,DRA24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039990314,19.35,165.0868,4.0,140.29769870967743,13,0.0020666828940568475,141.21389506903353,0.002087960780241699,1.0102956705385429,0.159961256
Regular,FDE35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.043968652,7.06,57.6904,4.0,140.29769870967743,13,0.006227854390934844,141.21389506903353,0.0007635058660096209,0.12259533028276427,0.175874608
Regular,FDD23,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048761223,9.5,186.5898,4.0,140.29769870967743,13,0.005132760315789474,141.21389506903353,0.0008467277958465328,0.16496538777425787,0.195044892
Regular,FDH47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.129016487,13.5,98.4068,4.0,140.29769870967743,13,0.009556776814814816,141.21389506903353,0.0022403426112871053,0.23442449841605068,0.516065948
Low Fat,FDW11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048857925,12.6,61.0194,4.0,140.29769870967743,13,0.0038776130952380954,141.21389506903353,0.0014388524199225624,0.3710665258711721,0.1954317
Low Fat,DRH59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,10.8,72.338,4.0,140.29769870967743,13,0.0,141.21389506903353,0.0,0.2711721224920803,0.0
Low Fat,NCA30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.129534812,19.0,190.1872,4.0,140.29769870967743,13,0.006817621684210526,141.21389506903353,0.013830421086471898,2.028628417223982,0.518139248
Regular,FDW12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035627489,8.315,146.6444,4.0,140.29769870967743,13,0.004284725075165364,141.21389506903353,0.0027087425638859554,0.6321858500527983,0.142509956
Regular,FDS24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062321222,20.85,87.2514,4.0,140.29769870967743,13,0.0029890274340527577,141.21389506903353,0.0047382555269271385,1.5852164730728617,0.249284888
Regular,FDT23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074847665,7.72,78.8986,4.0,140.29769870967743,13,0.009695293393782382,141.21389506903353,0.0022042430969142317,0.22735187140678162,0.29939066
Regular,FDA52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128621941,16.2,175.537,4.0,140.29769870967743,13,0.00793962598765432,141.21389506903353,0.012918031385193006,1.6270327349524814,0.514487764
Regular,FDT07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,5.82,256.633,4.0,140.29769870967743,13,0.0,141.21389506903353,0.0,0.841281239000352,0.0
Regular,FDT39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009883257,6.26,149.8366,4.0,140.29769870967743,13,0.0015787950479233227,141.21389506903353,0.0004928293118620204,0.31215534436231374,0.039533028
Regular,FDI34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.085268317,10.65,229.7668,4.0,140.29769870967743,13,0.008006414741784037,141.21389506903353,0.012005394860964448,1.4994720168954594,0.341073268
Low Fat,FDM44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.054363971,,105.099,4.0,139.78708787878787,7,,140.29468975069253,0.007858314240525636,,0.217455884
Low Fat,FDY55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0,,258.3988,4.0,139.78708787878787,7,,140.29468975069253,0.0,,0.0
Low Fat,NCI54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.058827583,,110.4912,4.0,139.78708787878787,7,,140.29468975069253,0.006281016136336971,,0.235310332
Low Fat,NCX30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.046609281,,248.6776,4.0,139.78708787878787,7,,140.29468975069253,0.004976469049630412,,0.186437124
Low Fat,FDQ34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.284065879,,105.5622,4.0,139.78708787878787,7,,140.29468975069253,0.03999519591693066,,1.136263516
Low Fat,DRK49,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.0,,40.5138,4.0,139.78708787878787,7,,140.29468975069253,0.0,,0.0
Low Fat,FDA36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.009921107,,183.6924,4.0,139.78708787878787,7,,140.29468975069253,0.000754297469904963,,0.039684428
Low Fat,FDC48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.027767577,,82.1592,4.0,139.78708787878787,7,,140.29468975069253,0.002111156857444562,,0.111070308
Low Fat,FDH12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.148742896,,107.128,4.0,139.78708787878787,7,,140.29468975069253,0.011308857985216473,,0.594971584
Low Fat,FDH48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.105893301,,86.254,4.0,139.78708787878787,7,,140.29468975069253,0.008051021828933474,,0.423573204
Low Fat,FDI24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.137870237,,175.037,4.0,139.78708787878787,7,,140.29468975069253,0.010482214428722282,,0.551480948
Low Fat,FDS48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.048637888,,149.7708,4.0,139.78708787878787,7,,140.29468975069253,0.0036979175670538537,,0.194551552
Low Fat,FDY36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.016476619,,74.338,4.0,139.78708787878787,7,,140.29468975069253,0.0012527102090813095,,0.065906476
Low Fat,FDO23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.25637539,,94.8436,4.0,139.78708787878787,7,,140.29468975069253,0.007550184546521177,,1.02550156
Low Fat,FDP11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.120986139,,216.1166,4.0,139.78708787878787,7,,140.29468975069253,0.0035630084347060896,,0.483944556
Low Fat,FDV47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.094910421,,84.5566,4.0,139.78708787878787,7,,140.29468975069253,0.0027950857293206613,,0.379641684
Low Fat,FDW47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.081197035,,121.7414,4.0,139.78708787878787,7,,140.29468975069253,0.002391230292737299,,0.32478814
Low Fat,FDW59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.03627089,,85.9566,4.0,139.78708787878787,7,,140.29468975069253,0.001068167709726622,,0.14508356
Low Fat,FDN01,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.126760908,,176.937,4.0,139.78708787878787,7,,140.29468975069253,0.0016360084336501234,,0.507043632
Low Fat,FDP37,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.250560049,,126.9994,4.0,139.78708787878787,7,,140.29468975069253,0.003233791551097032,,1.002240196
Low Fat,FDA49,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.113669629,,89.0198,4.0,139.78708787878787,7,,140.29468975069253,0.008655589489733662,,0.454678516
Low Fat,FDT13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.032516546,,188.8214,4.0,139.78708787878787,7,,140.29468975069253,0.002476034067112519,,0.130066184
Low Fat,DRD27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.041740624,,98.3042,4.0,139.78708787878787,7,,140.29468975069253,0.003340033505573155,,0.166962496
Low Fat,DRH15,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.19244045,,43.9428,4.0,139.78708787878787,7,,140.29468975069253,0.01539884863311041,,0.7697618
Low Fat,FDB39,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.067441726,,57.4272,4.0,139.78708787878787,7,,140.29468975069253,0.005396604145488678,,0.269766904
Low Fat,FDD04,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.157528118,,142.9154,4.0,139.78708787878787,7,,140.29468975069253,0.012605206673237123,,0.630112472
Low Fat,FDH27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.102157958,,145.0128,4.0,139.78708787878787,7,,140.29468975069253,0.008174554424029097,,0.408631832
Low Fat,FDR14,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.304737387,,54.7298,4.0,139.78708787878787,7,,140.29468975069253,0.024384711713481173,,1.218949548
Low Fat,FDV38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.178192864,,54.9956,4.0,139.78708787878787,7,,140.29468975069253,0.01425877428698815,,0.712771456
Low Fat,FDZ38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.014008751,,171.3422,4.0,139.78708787878787,7,,140.29468975069253,0.0011209630625366655,,0.056035004
Low Fat,FDB17,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.064208126,,180.1976,4.0,139.78708787878787,7,,140.29468975069253,0.006448686595799602,,0.256832504
Low Fat,FDD16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.063649582,,74.7696,4.0,139.78708787878787,7,,140.29468975069253,0.006392589720990261,,0.254598328
Low Fat,FDD53,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.077427883,,41.8454,4.0,139.78708787878787,7,,140.29468975069253,0.007776401249325355,,0.309711532
Low Fat,FDE16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.046124444,,206.7954,4.0,139.78708787878787,7,,140.29468975069253,0.004632467917869295,,0.184497776
Low Fat,FDG04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.010615026,,185.1898,4.0,139.78708787878787,7,,140.29468975069253,0.001066110789158747,,0.042460104
Low Fat,FDS40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.024546148,,34.619,4.0,139.78708787878787,7,,140.29468975069253,0.0024652707600610114,,0.098184592
Low Fat,FDT40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.167725251,,128.3678,4.0,139.78708787878787,7,,140.29468975069253,0.016845337892291447,,0.670901004
Low Fat,FDU52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.111654545,,157.063,4.0,139.78708787878787,7,,140.29468975069253,0.011213925908717587,,0.44661818
Low Fat,FDB32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.041063069,,93.5778,4.0,139.78708787878787,7,,140.29468975069253,0.005935668310219406,,0.164252276
Low Fat,FDB45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.037345714,,106.5306,4.0,139.78708787878787,7,,140.29468975069253,0.005398324492314913,,0.149382856
Low Fat,FDC32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.173527068,,92.0462,4.0,139.78708787878787,7,,140.29468975069253,0.025083344805350228,,0.694108272
Low Fat,FDE08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.086352403,,149.8734,4.0,139.78708787878787,7,,140.29468975069253,0.012482243399741874,,0.345409612
Low Fat,FDG44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.178923163,,55.7298,4.0,139.78708787878787,7,,140.29468975069253,0.025863350559192772,,0.715692652
Low Fat,FDJ56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.32111501,,100.77,4.0,139.78708787878787,7,,140.29468975069253,0.0464171878822011,,1.28446004
Low Fat,FDX08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.039576776,,179.9318,4.0,139.78708787878787,7,,140.29468975069253,0.00572082459603426,,0.158307104
Low Fat,FDX20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.074517508,,227.372,4.0,139.78708787878787,7,,140.29468975069253,0.010771508841487738,,0.298070032
Low Fat,FDX55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.096658404,,216.9166,4.0,139.78708787878787,7,,140.29468975069253,0.01397197626751144,,0.386633616
Low Fat,DRO59,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.094817105,,77.9012,4.0,139.78708787878787,7,,140.29468975069253,0.0023807181121670773,,0.37926842
Low Fat,DRP35,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.159096908,,129.3336,4.0,139.78708787878787,7,,140.29468975069253,0.00399468946521178,,0.636387632
Low Fat,NCQ05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.037829469,,151.0708,4.0,139.78708787878787,7,,140.29468975069253,0.002308028145019359,,0.151317876
Low Fat,NCT29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.112249603,,123.3414,4.0,139.78708787878787,7,,140.29468975069253,0.00684850329226798,,0.448998412
Low Fat,NCV29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.039996021,,176.7686,4.0,139.78708787878787,7,,140.29468975069253,0.0024402124744808164,,0.159984084
Low Fat,NCD43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.028048877,,106.1964,4.0,139.78708787878787,7,,140.29468975069253,0.002994776260706324,,0.112195508
Low Fat,NCE30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.173574402,,214.0902,4.0,139.78708787878787,7,,140.29468975069253,0.01853252444209785,,0.694297608
Low Fat,NCF42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.293066133,,177.0712,4.0,139.78708787878787,7,,140.29468975069253,0.03129064660682858,,1.172264532
Low Fat,NCH43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.123557061,,216.6192,4.0,139.78708787878787,7,,140.29468975069253,0.013192177110172473,,0.494228244
Low Fat,NCH54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.127234249,,158.392,4.0,139.78708787878787,7,,140.29468975069253,0.013584790166608001,,0.508936996
Low Fat,NCH55,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.060706749,,127.502,4.0,139.78708787878787,7,,140.29468975069253,0.006481654533614924,,0.242826996
Low Fat,NCJ06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.060672263,,119.8782,4.0,139.78708787878787,7,,140.29468975069253,0.006477972466267745,,0.242689052
Low Fat,NCJ42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.025039776,,102.7332,4.0,139.78708787878787,7,,140.29468975069253,0.0026734947976064763,,0.100159104
Low Fat,NCM30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.117825569,,43.2796,4.0,139.78708787878787,7,,140.29468975069253,0.012580226186788689,,0.471302276
Low Fat,NCR30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.124299531,,73.4696,4.0,139.78708787878787,7,,140.29468975069253,0.013271450570221752,,0.497198124
Low Fat,NCS06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.055566935,,263.591,4.0,139.78708787878787,7,,140.29468975069253,0.005932877021001994,,0.22226774
Low Fat,NCT30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.140582485,,47.1718,4.0,139.78708787878787,7,,140.29468975069253,0.015009980212366538,,0.56232994
Low Fat,NCU18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.097768728,,142.4496,4.0,139.78708787878787,7,,140.29468975069253,0.01043875894403379,,0.391074912
Low Fat,NCX18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.015397129,,194.911,4.0,139.78708787878787,7,,140.29468975069253,0.0016439501806875514,,0.061588516
Low Fat,NCX42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.010467749,,162.9526,4.0,139.78708787878787,7,,140.29468975069253,0.0011176406887246275,,0.041870996
Low Fat,NCZ18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.325780807,,252.7698,4.0,139.78708787878787,7,,140.29468975069253,0.03478358962454535,,1.303123228
Low Fat,FDH19,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.057933643,,175.1738,4.0,139.78708787878787,7,,140.29468975069253,0.002888865220579608,,0.231734572
Low Fat,FDP27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.20914265,,190.953,4.0,139.78708787878787,7,,140.29468975069253,0.010428913088114514,,0.8365706
Low Fat,FDV39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.0,,196.8426,4.0,139.78708787878787,7,,140.29468975069253,0.0,,0.0
Low Fat,NCL31,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.210596485,,144.747,4.0,139.78708787878787,7,,140.29468975069253,0.0041758542725566115,,0.84238594
Low Fat,NCQ43,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.194874778,,110.2912,4.0,139.78708787878787,7,,140.29468975069253,0.0038641132795963866,,0.779499112
Low Fat,FDH21,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.054670967,,158.6604,4.0,139.78708787878787,7,,140.29468975069253,0.00041052937791857325,,0.218683868
Low Fat,FDD58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.103918113,,100.67,4.0,139.78708787878787,7,,140.29468975069253,0.01463120211193242,,0.415672452
Low Fat,FDH10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.086326707,,192.6478,4.0,139.78708787878787,7,,140.29468975069253,0.012154411404435059,,0.345306828
Low Fat,FDN21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.134564284,,159.8236,4.0,139.78708787878787,7,,140.29468975069253,0.018946044913762762,,0.538257136
Low Fat,FDN57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.094957079,,143.5154,4.0,139.78708787878787,7,,140.29468975069253,0.013369528898275255,,0.379828316
Low Fat,FDP33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.156304192,,256.3672,4.0,139.78708787878787,7,,140.29468975069253,0.022006926011967617,,0.625216768
Low Fat,FDP58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.236616754,,217.6482,4.0,139.78708787878787,7,,140.29468975069253,0.0333145728968673,,0.946467016
Low Fat,FDW34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.062294473,,242.417,4.0,139.78708787878787,7,,140.29468975069253,0.00877078113340373,,0.249177892
Low Fat,FDX45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.18358896,,154.663,4.0,139.78708787878787,7,,140.29468975069253,0.025848498416050684,,0.73435584
Low Fat,FDZ45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.117091213,,197.9084,4.0,139.78708787878787,7,,140.29468975069253,0.016485915241112283,,0.468364852
Low Fat,DRC25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.079440262,,86.7882,4.0,139.78708787878787,7,,140.29468975069253,0.00414770815323243,,0.317761048
Low Fat,DRD25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.138269873,,111.686,4.0,139.78708787878787,7,,140.29468975069253,0.007219299951308224,,0.553079492
Low Fat,DRE37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.164966345,,189.4872,4.0,139.78708787878787,7,,140.29468975069253,0.00861316713891822,,0.65986538
Low Fat,DRG01,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.078576075,,78.467,4.0,139.78708787878787,7,,140.29468975069253,0.004102587513199578,,0.3143043
Low Fat,DRH36,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.058444176,,73.0696,4.0,139.78708787878787,7,,140.29468975069253,0.003051467595916931,,0.233776704
Low Fat,DRK37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.077046505,,189.453,4.0,139.78708787878787,7,,140.29468975069253,0.004022726120497477,,0.30818602
Regular,FDC60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.2004264,,88.8514,4.0,139.78708787878787,7,,140.29468975069253,0.01523833241816262,,0.8017056
Regular,FDQ36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.0,,38.1848,4.0,139.78708787878787,7,,140.29468975069253,0.0,,0.0
Regular,FDQ60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.191500528,,121.2098,4.0,139.78708787878787,7,,140.29468975069253,0.014559702234424498,,0.766002112
Regular,FDU12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.132630345,,263.8568,4.0,139.78708787878787,7,,140.29468975069253,0.010083827708553327,,0.53052138
Regular,FDZ59,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.182128363,,165.65,4.0,139.78708787878787,7,,140.29468975069253,0.013847140587117212,,0.728513452
Regular,FDS11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.097275777,,223.9088,4.0,139.78708787878787,7,,140.29468975069253,0.002864744811334037,,0.389103108
Regular,FDS59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.076851759,,111.857,4.0,139.78708787878787,7,,140.29468975069253,0.0022632631126363956,,0.307407036
Regular,FDX35,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.139913045,,227.9036,4.0,139.78708787878787,7,,140.29468975069253,0.0041204005977942045,,0.55965218
Regular,FDK25,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.274592283,,167.8474,4.0,139.78708787878787,7,,140.29468975069253,0.0035439576592749033,,1.098369132
Regular,FDP49,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.120965853,,55.8614,4.0,139.78708787878787,7,,140.29468975069253,0.0015612159838085183,,0.483863412
Regular,FDB14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.0,,92.312,4.0,139.78708787878787,7,,140.29468975069253,0.0,,0.0
Regular,FDJ02,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.044063785,,147.2418,4.0,139.78708787878787,7,,140.29468975069253,0.0033553204816379207,,0.17625514
Regular,FDJ14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.0,,78.896,4.0,139.78708787878787,7,,140.29468975069253,0.0,,0.0
